#,Interviewer Name (Team Member),Interviewee Name,Date,User Persona,Gender (as needed),Other demographic breakdown,Interview Notes,Direct Quotes,Opportunity,Pain Points
24,SimpleGov Survey,Respondent 24,02/21/2025,Citizen,Female,"Age: 18-30, Location: CA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Defense & Military
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
25,SimpleGov Survey,Respondent 25,02/21/2025,Citizen,Male,"Age: 30-40, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Healthcare & Pharmaceuticals, Defense & Military, Agriculture
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.)
- Tracking methods: Public disclosure websites
- Desired app features: A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I have very little trust that my representatives act in my best interest.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",Low trust in representatives to act in public interest
26,SimpleGov Survey,Respondent 26,02/21/2025,Citizen,Female,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Defense & Military, Agriculture
- Frequency of prioritizing financial incentives: Always

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Official government websites, TV, Podcasts or radio shows
- Tracking methods: Public disclosure websites, News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
27,SimpleGov Survey,Respondent 27,02/21/2025,Citizen,Male,"Age: 50-60, Location: KY, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.)
- Tracking methods: I don't track them
- Desired app features: Real-time alerts on new lobbying activities, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I have strong trust in my representatives to act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Wants app features: Real-time alerts on new lobbying activities, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Opportunity to educate about representatives",
28,SimpleGov Survey,Respondent 28,02/21/2025,Citizen,Male,"Age: 18-30, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 2
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: News websites (CNN, Fox, NYT, etc.), TV, Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",Believes politicians often prioritize financial incentives over public interest
29,SimpleGov Survey,Respondent 29,02/21/2025,Citizen,Female,"Age: 30-40, Location: N/A, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 4
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 10
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Finance & Banking, Agriculture, 
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Podcasts or radio shows
- Tracking methods: Public disclosure websites, News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""I have very little trust that my representatives act in my best interest.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
30,SimpleGov Survey,Respondent 30,02/21/2025,Citizen,Female,"Age: 18-30, Location: CA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 10
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 6
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Friends and family
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
31,SimpleGov Survey,Respondent 31,02/21/2025,Citizen,Male,"Age: 18-30, Location: NJ, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 6
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 10
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Defense & Military
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, TV, Podcasts or radio shows
- Tracking methods: Public disclosure websites
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Opportunity to educate about representatives","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
32,SimpleGov Survey,Respondent 32,02/21/2025,Citizen,Female,"Age: 18-30, Location: ARG, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 3
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 7
- Opinion on corporate donations: Yes
- Industries with most influence: Tech, Energy (Oil & Gas), Finance & Banking, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Official government websites, TV
- Tracking methods: Public disclosure websites, News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""I have strong trust in my representatives to act in my best interest.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
33,SimpleGov Survey,Respondent 33,02/21/2025,Citizen,Male,"Age: 18-30, Location: DC, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Not at all
- Lobbying impact: 9
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Agriculture
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""There is no transparency in campaign and candidate funding.""
""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""I have very little trust that my representatives act in my best interest.""
""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A voting record tracker for representatives, A tool to compare politicians based on transparency ratings, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Opportunity to educate about representatives","Lack of transparency in campaign/political funding
High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
34,SimpleGov Survey,Respondent 34,02/23/2025,Citizen,Male,"Age: 18-30, Location: CA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 6
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Defense & Military
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Political ads, Official government websites
- Tracking methods: News Reports, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
- Additional desired information: N/A","""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A voting record tracker for representatives, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
35,SimpleGov Survey,Respondent 35,02/25/2025,Citizen,Male,"Age: 18-30, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 6
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Political ads, TV
- Tracking methods: I don't track them
- Desired app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A way to contact my representative directly, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
36,SimpleGov Survey,Respondent 36,02/25/2025,Citizen,Male,"Age: 18-30, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Finance & Banking
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Political ads, Official government websites, Podcasts or radio shows
- Tracking methods: Public disclosure websites, News Reports, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
37,SimpleGov Survey,Respondent 37,02/25/2025,Citizen,Female,"Age: 40-50, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: No
- Industries with most influence: Healthcare & Pharmaceuticals, Finance & Banking, Food & Beverages 
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Podcasts or radio shows
- Tracking methods: News Reports
- Desired app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: Real-time alerts on new lobbying activities, A voting record tracker for representatives, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
38,SimpleGov Survey,Respondent 38,02/25/2025,Citizen,Female,"Age: 18-30, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 4
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 8
- Opinion on corporate donations: No
- Industries with most influence: Tech, Energy (Oil & Gas), Defense & Military
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), Friends and family, Official government websites, Podcasts or radio shows
- Tracking methods: Public disclosure websites, News Reports, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A way to contact my representative directly, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A way to contact my representative directly, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
39,SimpleGov Survey,Respondent 39,02/25/2025,Citizen,Female,"Age: 18-30, Location: Ca, Voter: No","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 6
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Official government websites
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A database of representatives and their financial interests
Already knows their representatives - engaged citizen",Believes politicians often prioritize financial incentives over public interest
40,SimpleGov Survey,Respondent 40,02/25/2025,Citizen,Male,"Age: 18-30, Location: KOR, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 6
- Opinion on corporate donations: Yes
- Industries with most influence: Tech, Energy (Oil & Gas), Healthcare & Pharmaceuticals
- Frequency of prioritizing financial incentives: Sometimes

Suggested solution (optional):
- Information sources: Political ads
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
- Additional desired information: N/A",,"Wants app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings, A tracker for corporate and special interest group donations
Already knows their representatives - engaged citizen",High concern about politicians' conflicts of interest
41,SimpleGov Survey,Respondent 41,02/25/2025,Citizen,Female,"Age: 30-40, Location: FRA, Voter: No","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 1
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 6
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Energy (Oil & Gas), Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, TV, Podcasts or radio shows
- Tracking methods: I don't track them
- Desired app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings
- Additional desired information: N/A","""Corporate donations to politicians should only be allowed with strict regulations.""","Wants app features: A database of representatives and their financial interests, A tool to compare politicians based on transparency ratings
Already knows their representatives - engaged citizen",Believes politicians often prioritize financial incentives over public interest
42,SimpleGov Survey,Respondent 42,02/25/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 8
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Sufficient
- Lobbying impact: 9
- Opinion on corporate donations: No
- Industries with most influence: Tech, Defense & Military, Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), TV
- Tracking methods: Public disclosure websites, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I have very little trust that my representatives act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
43,SimpleGov Survey,Respondent 43,02/25/2025,Citizen,Female,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 2
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 8
- Opinion on corporate donations: Yes
- Industries with most influence: Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Friends and family, Political ads, Official government websites, TV, Podcasts or radio shows, Books
- Tracking methods: Public disclosure websites, News Reports, Transparency-focused organizations
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A summary of ethics violations and conflicts of interest
- Additional desired information: N/A","""I am extremely concerned about conflicts of interest in politicians' financial investments.""","Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
44,SimpleGov Survey,Respondent 44,02/25/2025,Citizen,Male,"Age: 18-30, Location: FRA, Voter: No","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 5
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 9
- Opinion on corporate donations: Yes
- Industries with most influence: Tech, Energy (Oil & Gas), Finance & Banking
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), TV
- Tracking methods: I don't track them
- Desired app features: N/A
- Additional desired information: N/A",,Opportunity to educate about representatives,"High concern about politicians' conflicts of interest
Believes politicians often prioritize financial incentives over public interest"
45,SimpleGov Survey,Respondent 45,02/25/2025,Citizen,Female,"Age: 50-60, Location: ISR, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 7
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 7
- Opinion on corporate donations: Only with strict regulations
- Industries with most influence: Tech, Healthcare & Pharmaceuticals, Defense & Military
- Frequency of prioritizing financial incentives: Often

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Official government websites
- Tracking methods: News Reports
- Desired app features: Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
- Additional desired information: I would like to see not only their lobbyist donations but also their affiliation contacts.","""Corporate donations to politicians should only be allowed with strict regulations.""","High interest in using political transparency app
Wants app features: Real-time alerts on new lobbying activities, A tracker for corporate and special interest group donations, A summary of ethics violations and conflicts of interest
Already knows their representatives - engaged citizen",Believes politicians often prioritize financial incentives over public interest
46,SimpleGov Survey,Respondent 46,02/25/2025,Citizen,Male,"Age: 50-60, Location: FRA, Voter: Yes","Stakeholder Thoughts:
- Cares about representatives' activity: N/A
- Follows representatives: N/A
- Concern about financial conflicts: N/A
- Trust in representatives: N/A
- Likelihood to use tracking app: 10
- Concern about lobbying influence: N/A

Suggested Problem:
- Transparency concern: Somewhat
- Lobbying impact: 10
- Opinion on corporate donations: No
- Industries with most influence: Energy (Oil & Gas), Healthcare & Pharmaceuticals, Defense & Military
- Frequency of prioritizing financial incentives: Always

Suggested solution (optional):
- Information sources: Social media (Twitter, Facebook, etc.), News websites (CNN, Fox, NYT, etc.), Political ads, TV
- Tracking methods: Public disclosure websites
- Desired app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
- Additional desired information: Have precise details of their cash flow","""I am extremely concerned about conflicts of interest in politicians' financial investments.""
""I have very little trust that my representatives act in my best interest.""
""Politicians should not be allowed to receive any donations from corporations or interest groups.""","High interest in using political transparency app
Demonstrated willingness to change opinions based on financial disclosure information
Wants app features: A database of representatives and their financial interests, Real-time alerts on new lobbying activities, A tool to compare politicians based on transparency ratings
Already knows their representatives - engaged citizen","High concern about politicians' conflicts of interest
Low trust in representatives to act in public interest
Believes politicians often prioritize financial incentives over public interest"
